Date/Time,Location,Race,Gender,IDOT Classification,Reason for Stop,Citations/Violations,Disposition,Search
9/30/2018 10:54 AM,5900 S. Stony Island Ave,African American,Female,Traffic sign/signal,Disobeying traffic device,N/A,Verbal Warning,No
9/30/2018 6:39 PM,1407 E 60th,African American,Male,Speed,Speeding/Squealing tires,N/A,Verbal Warning,No
9/30/2018 11:11 PM,5500 Woodlawn,Caucasian,Male,Traffic sign/signal,Failed to stop at sign,N/A,Verbal Warning,No
10/1/2018 10:37 AM,6200 S Cottage Grove,African American,Male,Traffic sign/signal,Disobeying Traffic Control Device,N/A,Verbal Warning,No
10/2/2018 3:15 PM,1458 E 51st Street,African American,Male,Traffic sign/signal,Disobeying Traffic Control Signal,N/A,Verbal Warning,No
10/2/2018 5:48 PM,57th and Ellis,African American,Female,Lane Violation,Improper Passing,Two Citations issued,Citation Issued,No
10/2/2018 10:50 PM,5700 S Harper,African American,Female,Lane Violation,Wrong way on one way road,N/A,Verbal Warning,No
10/3/2018 1:24 PM,4900 S. Drexel Ave,African American,Male,Traffic Sign/Signal,Disobey Stop Sign,N/A,Verbal Warning,No
10/3/2018 1:29 PM,5100 S. Evans Ave,African American,Male,Lane Violation,Right turn in front of bus,N/A,Verbal Warning,No
10/3/2018 2:57 PM,6045 S. Greenwood Ave,Caucasian,Male,Traffic Sign/Signal,Disobey Stop Sign,N/A,Verbal Warning,No
10/3/2018 5:05 PM,5428 S. Lake Park Ave,Asian,Male,Traffic Sign/Signal,Red Light Violation,N/A,Verbal Warning,No
10/3/2018 9:18 PM,5100 Kimbark,Caucasian,Male,Traffic sign/signal,Failure to stop at sign,N/A,Verbal Warning,No
10/4/2018 7:29 AM,EB Midway / Woodlawn,Asian,Male,Traffic Sign/Signal,Disobeyed traffic control device,N/A,Verbal Warning,No
10/4/2018 12:30 PM,1125 E. 53rd Street,African American,Male,Traffic Sign/Signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
10/4/2018 7:43 PM,1606 E 50th,African American,Male,Traffic Sign/Signal,Disobeyed traffic control device,N/A,Verbal Warning,No
10/4/2018 8:28 PM,5000 Blackstone,African American,Male,Traffic Sign/Signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
10/4/2018 9:08 PM,5700 Everett,African American,Male,Lane Violation,Wrong way on a one way street,N/A,Verbal Warning,No
10/4/2018 9:56 PM,5500 Kimbark,Caucasian,Female,Equipment,No headlights when required,N/A,Verbal Warning,No
10/4/2018 10:11 PM,5500 Lake Park,African American,Female,Traffic Sign/Signal,Disobeyed traffic light,N/A,Verbal Warning,No
10/5/2018 12:02 AM,5400 Drexel,African American,Male,Traffic Sign/Signal,Disobeyed traffic sign,N/A,Verbal Warning,No
10/5/2018 12:36 AM,5700 Cottage,African American,Male,Traffic Sign/Signal,Disobeyed traffic sign,Two Citations issued,Citation Issued,Yes
10/6/2018 9:00 PM,5100 S Cottage Grove,African American,Female,Traffic sign/signal,Red Light Violation,N/A,Verbal Warning,No
10/6/2018 9:00 PM,5100 S Cottage Grove,African American,Female,Traffic sign/signal,Red Light Violation,N/A,Verbal Warning,No
10/7/2018 8:11 PM,5500 S Dorchester,African American,Female,Traffic sign/signal,Stop sign violation,N/A,Verbal Warning,No
10/7/2018 9:30 PM,5300 S Woodlawn,African American,Male,Traffic sign/signal,Stop sign violation,N/A,Verbal Warning,No
10/8/2018 12:32 AM,1412 E 55th St,African American,Male,Traffic sign/signal,No Turn On Red Violation,N/A,Verbal Warning,No
10/8/2018 12:54 PM,5035 S Drexel,African American,Female,Traffic sign/signal,Disobeyed traffic control device,N/A,Verbal Warning,No
10/8/2018 8:16 PM,5500 S Lake Park,African American,Male,Moving Violation � Other,Operating vehicle while on cell phone,One Citation Issued,Citation Issued,No
10/8/2018 9:08 PM,5400 S Hyde Park Blvd,African American,Female,Traffic Sign/Signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
10/8/2018 9:30 PM,5500 S Kenwood Ave,Caucasian,Male,Traffic Sign/Signal,Disobeyed Red Light,One Citation Issued,Citation Issued,No
10/8/2018 11:54 PM,5500 S Shore Dr,African American,Male,Traffic Sign/Signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
10/9/2018 6:34 PM,5500  Lake Park Ave.,African American,Male,Lane Violation,Improper Turn,Two Citations issued,Citation Issued,No
10/9/2018 8:30 PM,4900 Drexel Ave.,African American,Female,Traffic sign/signal,Failure to stop at stop sign,N/A,Verbal Warning,No
10/9/2018 10:17 PM,5500 Cottage Grove,African American,Male,Traffic sign/signal,Failure to yield for pedestrians,N/A,Verbal Warning,No
10/10/2018 12:02 AM,5500 S Ellis,African American,Female,Equipment,Equipment violation,N/A,Verbal Warning,No
10/10/2018 1:34 AM,5700 S Stony Island,African American,Male,Traffic sign/signal,Disobeyed traffic control device,N/A,Verbal Warning,No
10/10/2018 9:54 AM,5500 S. Kimbark,Caucasian,Female,Traffic Sign/Signal,Disobeying Traffic Control Device,N/A,Verbal Warning,No
10/10/2018 12:50 PM,1134 E. 49th Street,African American,Female,Traffic Sign/Signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
10/10/2018 1:00 PM,4700 S. Lake Park,African American,Male,Traffic Sign/Signal,Improper Turn (where signs restricted),N/A,Verbal Warning,No
10/11/2018 8:30 AM,4700 S. Greenwood,African American,Female,Traffic Sign/Signal,Disobeying Stop Sign,N/A,Verbal Warning,No
10/11/2018 9:51 AM,5641 S. Blackstone,African American,Female,Lane Violation,Improper Lane Usage,N/A,Verbal Warning,No
10/11/2018 4:09 PM,5400 S. Hyde Park,African American,Male,Traffic Sign/Signal,Disobeying Stop  Sign,N/A,Verbal Warning,No
10/11/2018 6:02 PM,5500 S. Kimbark,African American,Male,Lane Violation,Improper Lane Usage - Laned Roadways,N/A,Verbal Warning,No
10/11/2018 9:08 PM,5500 S. Drexel,African American,Female,Lane Violation,Improper Lane Usage - Laned Roadways,N/A,Verbal Warning,No
10/11/2018 10:19 PM,5700 S. Stony Island,African American,Male,Traffic Sign/Signal,Stop Sign Violation,N/A,Verbal Warning,No
10/12/2018 11:24 AM,5400 S. Lake Park,African American,Female,Traffic Sign/Signal,Disobeyed traffic control device,N/A,Verbal Warning,No
10/12/2018 4:32 PM,5200 S. University,African American,Male,Traffic Sign/Signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
10/12/2018 5:50 PM,4900 East End,African American,Male,Moving Violation � Other,Cell phone violation,N/A,Verbal Warning,No
10/12/2018 6:54 PM,5900 Dorchester,African American,Female,Lane Violation,Wrong way on one way,N/A,Verbal Warning,No
10/12/2018 7:22 PM,5500 University,Hispanic,Male,Traffic Sign/Signal,Traffic Light Violation,N/A,Verbal Warning,No
10/12/2018 8:22 PM,5500 Lake Park,African American,Male,Traffic Sign/Signal,Traffic Light Violation,Three citations issued,Citation Issued,Yes
10/13/2018 12:29 AM,1000 Midway Plaisance,African American,Male,Traffic Sign/Signal,Traffic Light Violation,Two Citations issued,Citation Issued,No
10/13/2018 9:11 AM,Midway Plaisance/Woodlawn,African American,Male,Speed,Speeding,N/A,Verbal Warning,No
10/13/2018 9:43 AM,Midway Plaisance/ Maryland,African American,Male,Speed,Speeding,Two Citations issued,Citation Issued,No
10/13/2018 1:42 PM,800 E. 55th St.,African American,Male,License Plate/Registration,Unlawful possession of reg. plate,N/A,Verbal Warning,No
10/13/2018 6:38 PM,4500 Woodlawn,Caucasian,Male,Equipment,Tail light not working,N/A,Verbal Warning,No
10/13/2018 6:56 PM,5100 Cornell,African American,Male,Lane Violation,Improper right turn,N/A,Verbal Warning,No
10/13/2018 7:55 PM,5000 Greenwood,African American,Male,Traffic Sign/Signal,Failed to stop at sign,N/A,Verbal Warning,No
10/13/2018 8:31 PM,4800 Kimbark,African American,Male,Lane Violation,Illegal U-Turn,N/A,Verbal Warning,No
10/13/2018 9:42 PM,5700 Kimbark,Caucasian,Male,Equipment,Tail light not working,N/A,Verbal Warning,No
10/13/2018 10:37 PM,5500 Drexel,African American,Female,Traffic Sign/Signal,Failed to stop at sign,N/A,Verbal Warning,No
10/13/2018 11:12 PM,5300 Cornell,African American,Male,Traffic Sign/Signal,Failed to stop at sign,N/A,Verbal Warning,No
10/13/2018 11:43 PM,5600 Everett,African American,Male,Traffic Sign/Signal,Failed to stop at sign,One Citation Issued,Citation Issued,No
10/13/2018 11:43 PM,5300 Cornell,African American,Female,Traffic Sign/Signal,Failed to stop at light,One Citation Issued,Citation Issued,No
10/14/2018 9:48 AM,5200 S. Lake Park,African American,Male,Traffic Sign/Signal,Disobeyed traffic control device,N/A,Verbal Warning,No
10/14/2018 1:19 PM,6000 S. Ingleside,Asian,Male,Lane Violation,Wrong way on one way,N/A,Verbal Warning,No
10/14/2018 2:20 PM,5400 S. Lake Park,African American,Female,Traffic Sign/Signal,Disobeyed traffic control device,N/A,Verbal Warning,No
10/14/2018 2:24 PM,1455 E. 51st ST.,African American,Male,Lane Violation,Blocking roadway,N/A,Verbal Warning,No
10/14/2018 4:28 PM,1623 E. 51st ST.,African American,Female,Traffic Sign/Signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
10/14/2018 4:48 PM,1515 E. 51st St,Caucasian,Male,Traffic Sign/Signal,Disobeyed traffic control device,N/A,Verbal Warning,No
10/14/2018 9:28 PM,5400 Lake Park,African American,Male,Traffic Sign/Signal,Failed to yield to a pedestrian,One Citation Issued,Citation Issued,No
10/14/2018 11:49 PM,4900 Drexel,African American,Male,Lane Violation,Wrong way on one way,One Citation Issued,Citation Issued,No
10/15/2018 1:53 AM,5800 Cottage,African American,Male,Traffic Sign/Signal,Traffic light violation,One Citation Issued,Citation Issued,No
10/15/2018 10:43 AM,6100 S. Cottage Grove,African American,Male,Traffic Sign/Signal,Disobeying Traffic Control Device,N/A,Verbal Warning,No
10/15/2018 12:07 PM,5500 S. Ingleside Avenue,African American,Male,Lane Violation,Improper Lane Usage,N/A,Verbal Warning,No
10/15/2018 7:56 PM,5700 S. Harper,African American,Female,Traffic Sign/Signal,Stop Sign Violation,N/A,Verbal Warning,No
10/15/2018 8:19 PM,5000 S. Woodlawn,Caucasian,Female,Equipment,No Headlights When Required,N/A,Verbal Warning,No
10/15/2018 9:39 PM,5400 S. Lake Park,Caucasian,Male,Traffic Sign/Signal,Red Light Violation,N/A,Verbal Warning,No
10/16/2018 8:58 AM,5500 S. University Avenue,Caucasian,Male,Traffic Sign/Signal,"Failure to Yield to Pedestrian in
Crosswalk",N/A,Verbal Warning,No
10/16/2018 2:55 PM,5500 S. University,African American,Male,Traffic Sign/Signal,"Failure to Yield to Pedestrian in
Crosswalk",N/A,Verbal Warning,No
10/16/2018 4:52 PM,5500 S. University,African American,Male,Lane Violation,Improper Usage,N/A,Verbal Warning,No
10/17/2018 12:20 AM,5400 S University,African American,Female,Lane Violation,Wrong Way Down One Way Street,N/A,Verbal Warning,No
10/17/2018 9:31 AM,6232 S. University,Caucasian,Female,Lane Violation,Driving down one-way,N/A,Verbal Warning,No
10/17/2018 10:38 AM,1422 E. 55th ST,Caucasian,Male,Traffic Sign/Signal,Disobey traffic control device,N/A,Verbal Warning,No
10/17/2018 4:45 PM,1131 E. 57th St,African American,Male,Traffic Sign/Signal,Disobey traffic control device,N/A,Verbal Warning,No
10/17/2018 5:28 PM,1606 E. Hyde Park Blvd,African American,Male,Traffic Sign/Signal,Disobey traffic control device,N/A,Verbal Warning,No
10/17/2018 7:42 PM,5000 Blackstone,African American,Male,Traffic Sign/Signal,Disobeyed stop sign,N/A,Verbal Warning,No
10/17/2018 9:51 PM,5100 S Drexel,African American,Female,Equipment,Operating without headlamps,N/A,Verbal Warning,No
10/17/2018 11:35 PM,5300 S Hyde Park Blvd,African American,Male,Traffic Sign/Signal,Disobeyed stop sign,N/A,Verbal Warning,No
10/18/2018 9:34 PM,1506 E 53rd St,African American,Male,Traffic sign/signal,Disobeyed traffic light,N/A,Verbal Warning,No
10/19/2018 9:15AM,5500 S. Woodlawn,African American,Female,Lane Violation,Improper Turn,N/A,Verbal Warning,No
10/19/2018 4:10 PM,5500 S. University,African American,Female,Lane Violation,Improper lane usage,N/A,verbal Warning,No
10/19/2018 11:36 PM,5100 S. University,African American,Female,Equipment,No headlights when required,Two Citations issued,Citations Issued,No
10/20/2018 12:53 PM,824 S. 43rd Street,Hispanic,Male,Traffic sign/signal,Disobeyed traffic control device,One Citation Issued,Citation Issued,No
10/20/2018 8:29 PM,5500 S. Dorchester,African American,Female,Traffic sign/signal,Disobeyed Stop Sign,One Citation Issued,Citation Issued,No
10/21/2018 3:35 PM,6200 S. Cottage Grove,African American,Female,Lane Violation,Improper Turn,N/A,Verbal Warning,No
10/21/2018 4:11 PM,5015 S. Blackstone,African American,Female,Traffic sign/signal,Disobeyed traffic control device,Two Citations issued,Citations Issued,No
10/21/2018 4:50 PM,5050 S. Lake Park,African American,Female,Traffic sign/signal,Disobeyed Stop Sign,Two Citations issued,Citations Issued,No
10/22/2018 9:50 AM,1500 E. 55th Street,Hispanic,Male,Lane Violation,Improper Turn,One Citation Issued,Citation Issued,No
10/22/2018 10:58 PM,5102 S. Cottage Grove,African American,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,Yes
10/22/2018 11:47 PM,5500 S. Harper,African American,Female,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
10/23/2018 2:21 PM,5200 S. Lake Park,Caucasian,Male,Traffic sign/signal,Disobeyed traffic control device,N/A,verbal Warning,No
10/23/2018 3:05 PM,5400 S. Cottage Grove,African American,Male,Lane Violation,Improper Turn,N/A,Verbal Warning,No
10/24/2018 12:54 PM,4132 S. Lake Park,African American,Male,Lane Violation,Improper lane usage,N/A,Verbal Warning,No
10/24/2018 1:52 PM,1532 E. 53rd Street,African American,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
10/24/2018 6:50 PM,5244 S. Kimbark,African American,Male,Moving Violation - Other,Wrong way on one way street,Two Citations issued,Citations Issued,No
10/24/2018 10:10 PM,5400 S. Woodlawn,Caucasian,Female,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
10/25/2018 9:36 PM,1350 E. 53rd Street,African American,Female,Lane Violation,Improper U-Turn,N/A,Verbal Warning,No
10/26/2018 8:48 AM,1426 E. 55th ST.,Caucasian,Female,Traffic Sign/Signal,Disobeyed traffic control device,N/A,Verbal Warning,No
10/26/2018 9:06 AM,5600 S. Lake Park,African American,Female,Lane Violation,Improper lane usage,N/A,Verbal Warning,No
10/26/2018 4:05 PM,5500 S. Woodlawn,African American,Male,Traffic Sign/Signal,Disobeyed Red Light,One Citation Issued,Citation Issued,No
10/26/2018 6:09 PM,5500 Ellis,African American,Male,Traffic Sign/Signal,Failed to yield to pedestrian,N/A,Verbal Warning,No
10/27/2018 3:09 AM,1345 E. Park Place,African American,Male,License Plate/Registration,Expired Registration,One Citation Issued,Citation Issued,No
10/27/2018 9:14 AM,1130 Midway Plaisance,African American,Male,Speed,Speeding,N/A,Verbal Warning,No
10/27/2018 9:29 AM,Midway  Plaisance/Woodlawn,African American,Male,Speed,Speeding,N/A,Verbal Warning,No
10/27/2018 9:48 AM,Midway  Plaisance/Woodlawn,African American,Male,Speed,Speeding,N/A,Verbal Warning,No
10/27/2018 10:03 AM,Midway  Plaisance/Woodlawn,African American,Female,Speed,Speeding,N/A,Verbal Warning,No
10/27/2018 10:22 AM,Midway  Plaisance/Woodlawn,African American,Male,Speed,Speeding,Four citations issued,Citation  Issued,Yes
10/27/2018 8:02 PM,5300 Dorchester,African American,Male,Traffic Sign/Signal,Traffic Sign Violation,N/A,Verbal Warning,No
10/27/2018 11:30 PM,5500 Cornell,African American,Male,Traffic Sign/Signal,Traffic Sign Violation,N/A,Verbal Warning,No
10/27/2018 11:33 PM,5500 Kimbark,Caucasian,Male,Lane Violation,Illegal lane usage,N/A,Verbal Warning,No
10/28/2018 8:34 PM,1155 E 54th,African American,Male,Traffic Sign/Signal,Traffic Light Violation,N/A,Verbal Warning,Yes
10/28/2018 9:51 PM,6000 Ellis,African American,Male,Traffic Sign/Signal,Traffic Light Violation,N/A,Verbal Warning,No
10/30/2018 11:33 AM,5900 S Blackstone,Caucasian,Female,Lane Violation,Improper lane usage,N/A,Verbal Warning,No
10/30/2018 9:22 PM,1346 E 53rd,African American,Male,Moving Violation - Other,Improper backing,N/A,Verbal Warning,No
10/31/2018 10:18 PM,5500 University,African American,Male,Traffic sign/signal,Traffic Light Violation,N/A,Verbal Warning,No
11/1/2018 7:23 PM,5100 Blackstone,African American,Male,Traffic Sign/Signal,Disobeyed Traffic Sign,One Citation Issued,Citation Issued,No
11/1/2018 8:10 PM,5500 Greenwood,African American,Male,Lane Violation,Illegal lane use,N/A,Verbal Warning,No
11/1/2018 8:58 PM,5300 Kimbark,African American,Male,Traffic Sign/Signal,Disobeyed Traffic Sign,N/A,Verbal Warning,No
11/1/2018 8:58 PM,5500 Lake Park,African American,Male,Lane Violation,Illegal lane use,N/A,Verbal Warning,No
11/1/2018 9:51 PM,5100 Blackstone,African American,Male,Moving Violation � Other,Failed to yield,N/A,Verbal Warning,No
11/2/2018 13:30,5500 S Harper,Caucasian,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
11/2/2018 11:51 PM,5300 S Kimbark,African American,Male,Traffic sign/signal,Stop Sign Violation,One Citation Issued,Citation Issued,No
11/3/2018 10:23 AM,5500 S Hyde Park,Caucasian,Female,Traffic sign/signal,Disobeying Traffic Control Device,N/A,Verbal Warning,No
11/3/2018 12:22 PM,5500 S Kenwood Ave,African American,Female,Traffic sign/signal,Failure to yield to pedestrian in crosswalk,N/A,Verbal Warning,No
11/3/2018 9:31 PM,5432 S University,Asian,Male,Lane Violation,Wrong way down one way,N/A,Verbal Warning,No
11/3/2018 11:12 PM,5110 S University,African American,Female,Equipment,No Headlights When Required,Two Citations issued,Citation Issued,No
11/4/2018 1:27 AM,5300 S Drexel,African American,Male,Traffic Sign/Signal,Stop Sign Violation,One Citation Issued,Citation Issued,No
11/4/2018 11:59 AM,5700 S Blackstone,Caucasian,Female,Lane Violation,Improper Lane Usage,N/A,Verbal Warning,No
11/4/2018 9:15 PM,5100 S Cornell,Asian,Male,Equipment,No Headlights When Required,N/A,Verbal Warning,No
11/4/2018 11:59 PM,5900 S Woodlawn,Caucasian,Female,Lane Violation,Wrong way on one way,N/A,Verbal Warning,No
11/5/2018 5:53 AM,Midway Plaisance & Ellis,African American,Male,Traffic sign/signal,Disobeyed traffic control device,N/A,Verbal Warning,No
11/5/2018 7:49 AM,6300 S. University,African American,Female,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
11/5/2018 8:54 AM,1633 E. 55th Street,African American,Female,Traffic sign/signal,Disobeyed traffic control device,N/A,Verbal Warning,No
11/5/2018 2:26 PM,5600 S. Hyde Park Blvd,Caucasian,Male,Traffic sign/signal,Disobeyed traffic control device,N/A,Verbal Warning,No
11/5/2018 4:29 PM,5536 S. Hyde Park Blvd,Caucasian,Male,Traffic sign/signal,Disobeyed traffic control device,N/A,Verbal Warning,No
11/5/2018 6:29 PM,5336 S. Hyde Park Blvd,African American,Female,Traffic sign/signal,Disobeyed traffic control device,N/A,Verbal Warning,No
11/5/2018 8:14 PM,5500 S. Kimbark,African American,Female,Traffic sign/signal,Failure to yield to pedestrian in crosswalk,N/A,Verbal Warning,No
11/5/2018 8:47 PM,5555 S. Ellis,African American,Male,Lane Violation,Improper lane usage,N/A,Verbal Warning,No
11/5/2018 9:31 PM,5300 S. Drexel,African American,Male,Equipment,No headlights when required,N/A,Verbal Warning,No
11/5/2018 9:34 PM,5800 S. Dorchester,Hispanic,Female,Equipment,No headlights when required,N/A,Verbal Warning,No
11/5/2018 9:55 PM,5700 S. Woodlawn,Hispanic,Female,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
